id,categories,authors_parsed,year
1905.13420,cs.LG stat.ML,"[['Liu', 'Yang', ''], ['Luo', 'Yunan', ''], ['Zhong', 'Yuanyi', ''], ['Chen', 'Xi', ''], ['Liu', 'Qiang', ''], ['Peng', 'Jian', '']]",2019
1905.13562,cs.LG cs.AI stat.ML,"[['Nazari', 'Mohammadreza', ''], ['Jahani', 'Majid', ''], ['Snyder', 'Lawrence V.', ''], ['Takáč', 'Martin', '']]",2019
1905.13719,cs.LG stat.ML,"[['Zhou', 'Wen-Ji', ''], ['Yu', 'Yang', ''], ['Chen', 'Yingfeng', ''], ['Guan', 'Kai', ''], ['Lv', 'Tangjie', ''], ['Fan', 'Changjie', ''], ['Zhou', 'Zhi-Hua', '']]",2019
1906.00131,cs.AI,"[['Rehman', 'Arsh Javed', ''], ['Tomar', 'Pradeep', '']]",2019
1906.00214,cs.RO cs.LG stat.ML,"[['Jurgenson', 'Tom', ''], ['Tamar', 'Aviv', '']]",2019
1906.00317,cs.AI,"[['Ariyurek', 'Sinan', ''], ['Betin-Can', 'Aysu', ''], ['Surer', 'Elif', '']]",2019
1906.00336,cs.LG cs.AI stat.ML,"[['Irpan', 'Alex', ''], ['Song', 'Xingyou', '']]",2019
1906.00429,cs.LG cs.AI stat.ML,"[['Tschiatschek', 'Sebastian', ''], ['Ghosh', 'Ahana', ''], ['Haug', 'Luis', ''], ['Devidze', 'Rati', ''], ['Singla', 'Adish', '']]",2019
1906.00431,cs.LG cs.AI stat.ML,"[['Song', 'Xingyou', ''], ['Du', 'Yilun', ''], ['Jackson', 'Jacob', '']]",2019
1906.00571,eess.SP cs.LG stat.ML,"[['Luis', 'Juan Jose Garau', ''], ['Guerster', 'Markus', ''], ['del Portillo', 'Inigo', ''], ['Crawley', 'Edward', ''], ['Cameron', 'Bruce', '']]",2019
1906.00572,cs.LG stat.ML,"[['van Seijen', 'Harm', ''], ['Fatemi', 'Mehdi', ''], ['Tavakoli', 'Arash', '']]",2019
1906.00625,eess.SP cs.LG,"[['Chen', 'Xianfu', ''], ['Wu', 'Celimuge', ''], ['Zhang', 'Honggang', ''], ['Zhang', 'Yan', ''], ['Bennis', 'Mehdi', ''], ['Vuojala', 'Heli', '']]",2019
1906.00767,cs.LG cs.NI stat.ML,"[['Xu', 'Yue', ''], ['Xu', 'Wenjun', ''], ['Wang', 'Zhi', ''], ['Lin', 'Jiaru', ''], ['Cui', 'Shuguang', '']]",2020
1906.01110,cs.LG cs.AI cs.CR cs.SY stat.ML,"[['Behzadan', 'Vahid', ''], ['Hsu', 'William', '']]",2019
1906.01121,cs.LG cs.AI cs.CR stat.ML,"[['Behzadan', 'Vahid', ''], ['Hsu', 'William', '']]",2019
1906.01126,cs.LG cs.AI cs.CR stat.ML,"[['Behzadan', 'Vahid', ''], ['Hsu', 'William', '']]",2019
1906.01127,cs.LG cs.SY stat.ML,"[['Patwardhan', 'Narendra', ''], ['Wang', 'Zequn', '']]",2019
1906.01374,cs.LG cs.AI stat.ML,"[['Santucci', 'Vieri Giuliano', ''], ['Baldassarre', 'Gianluca', ''], ['Cartoni', 'Emilio', '']]",2019
1906.01407,cs.LG cs.AI stat.ML,"[['Lu', 'Hao', ''], ['Wang', 'Mengdi', '']]",2019
1906.01452,cs.CV,"[['Zhang', 'Wei', ''], ['Wang', 'Bairui', ''], ['Ma', 'Lin', ''], ['Liu', 'Wei', '']]",2019
1906.01695,cs.LG stat.ML,"[['Ponghiran', 'Wachirawit', ''], ['Srinivasan', 'Gopalakrishnan', ''], ['Roy', 'Kaushik', '']]",2019
1906.01772,cs.LG stat.ML,"[['Chandak', 'Yash', ''], ['Theocharous', 'Georgios', ''], ['Metevier', 'Blossom', ''], ['Thomas', 'Philip S.', '']]",2020
1906.02113,cs.SY,"[['Gaudet', 'Brian', ''], ['Furfaro', 'Roberto', ''], ['Linares', 'Richard', '']]",2020
1906.02138,cs.AI,"[['Böhmer', 'Wendelin', ''], ['Rashid', 'Tabish', ''], ['Whiteson', 'Shimon', '']]",2019
1906.02275,cs.RO cs.LG stat.ML,"[['Wang', 'Pin', ''], ['Li', 'Hanhan', ''], ['Chan', 'Ching-Yao', '']]",2019
1906.02386,cs.NE math.OC,"[['Li', 'Kaiwen', ''], ['Zhang', 'Tao', ''], ['Wang', 'Rui', '']]",2020
1906.02457,cs.LG cs.AI stat.ML,"[['Ma', 'Xiao', ''], ['Zhao', 'Shen-Yi', ''], ['Li', 'Wu-Jun', '']]",2019
1906.02500,cs.LG stat.ML,"[['Mott', 'Alex', ''], ['Zoran', 'Daniel', ''], ['Chrzanowski', 'Mike', ''], ['Wierstra', 'Daan', ''], ['Rezende', 'Danilo J.', '']]",2019
1906.02578,cs.AI,"[['Chen', 'Peilin', ''], ['Wan', 'Hai', ''], ['Cai', 'Shaowei', ''], ['Luo', 'Weilin', ''], ['Li', 'Jia', '']]",2019
1906.02671,cs.MM cs.CL cs.LG cs.NE cs.RO,"[['Waytowich', 'Nicholas', ''], ['Barton', 'Sean L.', ''], ['Lawhern', 'Vernon', ''], ['Stump', 'Ethan', ''], ['Warnell', 'Garrett', '']]",2019
1906.02771,cs.LG cs.AI stat.ML,"[['Ward', 'Patrick Nadeem', ''], ['Smofsky', 'Ariella', ''], ['Bose', 'Avishek Joey', '']]",2019
1906.02922,cs.LG stat.ML,"[['Cheung', 'Wang Chi', ''], ['Simchi-Levi', 'David', ''], ['Zhu', 'Ruihao', '']]",2020
1906.02923,cs.CL,"[['Gao', 'Yang', ''], ['Meyer', 'Christian M.', ''], ['Gurevych', 'Iryna', '']]",2019
1906.03037,cs.CY cs.AI cs.LG cs.MA,"[['Sadhu', 'Vidyasagar', ''], ['Salles-Loustau', 'Gabriel', ''], ['Pompili', 'Dario', ''], ['Zonouz', 'Saman', ''], ['Sritapan', 'Vincent', '']]",2019
1906.03393,cs.LG cs.AI stat.ML,"[['Xie', 'Tengyang', ''], ['Ma', 'Yifei', ''], ['Wang', 'Yu-Xiang', '']]",2020
1906.03735,cs.LG stat.ML,"[['Kallus', 'Nathan', ''], ['Uehara', 'Masatoshi', '']]",2019
1906.03804,cs.LG math.PR stat.ML,"[['Agarwal', 'Alekh', ''], ['Kakade', 'Sham', ''], ['Yang', 'Lin F.', '']]",2020
1906.03926,cs.LG cs.AI cs.CL stat.ML,"[['Luketina', 'Jelena', ''], ['Nardelli', 'Nantas', ''], ['Farquhar', 'Gregory', ''], ['Foerster', 'Jakob', ''], ['Andreas', 'Jacob', ''], ['Grefenstette', 'Edward', ''], ['Whiteson', 'Shimon', ''], ['Rocktäschel', 'Tim', '']]",2019
1906.04005,cs.SY,"[['Zanon', 'Mario', ''], ['Gros', 'Sébastien', '']]",2020
1906.04034,cs.SY,"[['Gros', 'Sebastien', ''], ['Zanon', 'Mario', '']]",2019
1906.04057,cs.SY,"[['Gros', 'Sebastien', ''], ['Zanon', 'Mario', '']]",2019
1906.04106,cs.CL,"[['Chan', 'Hou Pong', ''], ['Chen', 'Wang', ''], ['Wang', 'Lu', ''], ['King', 'Irwin', '']]",2019
1906.04355,cs.LG cs.AI stat.ML,"[['Sodhani', 'Shagun', ''], ['Goyal', 'Anirudh', ''], ['Deleu', 'Tristan', ''], ['Bengio', 'Yoshua', ''], ['Levine', 'Sergey', ''], ['Tang', 'Jian', '']]",2019
1906.04447,cs.CL cs.AI,"[['Graben', 'Peter beim', ''], ['Römer', 'Ronald', ''], ['Meyer', 'Werner', ''], ['Huber', 'Markus', ''], ['Wolff', 'Matthias', '']]",2019
1906.04448,cs.IT cs.AI cs.LG math.IT stat.ML,"[['Carpi', 'Fabrizio', ''], ['Häger', 'Christian', ''], ['Martalò', 'Marco', ''], ['Raheli', 'Riccardo', ''], ['Pfister', 'Henry D.', '']]",2019
1906.04452,cs.LG cs.RO stat.ML,"[['Traoré', 'René', ''], ['Caselles-Dupré', 'Hugo', ''], ['Lesort', 'Timothée', ''], ['Sun', 'Te', ''], ['Díaz-Rodríguez', 'Natalia', ''], ['Filliat', 'David', '']]",2019
1906.04477,cs.LG stat.ML,"[['Zhu', 'Shengyu', ''], ['Ng', 'Ignavier', ''], ['Chen', 'Zhitang', '']]",2020
1906.04585,cs.LG cs.AI cs.MA math.OC stat.ML,"[['Assran', 'Mahmoud', ''], ['Romoff', 'Joshua', ''], ['Ballas', 'Nicolas', ''], ['Pineau', 'Joelle', ''], ['Rabbat', 'Michael', '']]",2020
1906.04594,cs.LG stat.ML,"[['Qi', 'Chen', ''], ['Hua', 'Yuxiu', ''], ['Li', 'Rongpeng', ''], ['Zhao', 'Zhifeng', ''], ['Zhang', 'Honggang', '']]",2019
1906.04737,cs.LG cs.AI cs.MA stat.ML,"[['Papoudakis', 'Georgios', ''], ['Christianos', 'Filippos', ''], ['Rahman', 'Arrasy', ''], ['Albrecht', 'Stefano V.', '']]",2019
1906.04813,cs.LG q-fin.TR stat.ML,"[['Roa-Vicens', 'Jacobo', ''], ['Chtourou', 'Cyrine', ''], ['Filos', 'Angelos', ''], ['Rullan', 'Francisco', ''], ['Gal', 'Yarin', ''], ['Silva', 'Ricardo', '']]",2019
1906.04859,cs.LG math.OC stat.ML,"[['Tang', 'Yunhao', ''], ['Agrawal', 'Shipra', ''], ['Faenza', 'Yuri', '']]",2020
1906.05015,cs.LG cs.AI cs.RO cs.SY eess.SY stat.ML,"[['Zhu', 'Ming', ''], ['Liu', 'Xiao-Yang', ''], ['Wang', 'Xiaodong', '']]",2020
1906.05085,eess.SY cs.LG cs.SY,"[['Köpf', 'Florian', ''], ['Westermann', 'Johannes', ''], ['Flad', 'Michael', ''], ['Hohmann', 'Sören', '']]",2019
1906.05110,cs.LG stat.ML,"[['Zhang', 'Zihan', ''], ['Ji', 'Xiangyang', '']]",2020
1906.05437,cs.LG stat.ML,"[['Asadulaev', 'Arip', ''], ['Kuznetsov', 'Igor', ''], ['Stein', 'Gideon', ''], ['Filchenkov', 'Andrey', '']]",2020
1906.05467,cs.LG stat.AP stat.ML,"[['Zhu', 'Shixiang', ''], ['Li', 'Shuang', ''], ['Peng', 'Zhigang', ''], ['Xie', 'Yao', '']]",2020
1906.05735,eess.SY cs.SY,"[['T.', 'Dagnachew Azene', ''], ['Miozzo', 'Marco', ''], ['Dini', 'Paolo', '']]",2019
1906.05799,cs.CR cs.AI cs.LG stat.ML,"[['Nguyen', 'Thanh Thi', ''], ['Reddi', 'Vijay Janapa', '']]",2020
1906.05803,cs.LG q-bio.NC stat.ML,"[['Liu', 'Quanying', ''], ['Wu', 'Haiyan', ''], ['Liu', 'Anqi', '']]",2019
1906.05838,cs.LG cs.AI cs.NE stat.ML,"[['Ding', 'Yiming', ''], ['Florensa', 'Carlos', ''], ['Phielipp', 'Mariano', ''], ['Abbeel', 'Pieter', '']]",2020
1906.05841,cs.RO cs.CV cs.LG,"[['Schoettler', 'Gerrit', ''], ['Nair', 'Ashvin', ''], ['Luo', 'Jianlan', ''], ['Bahl', 'Shikhar', ''], ['Ojea', 'Juan Aparicio', ''], ['Solowjow', 'Eugen', ''], ['Levine', 'Sergey', '']]",2019
1906.05862,cs.LG cs.AI cs.NE stat.ML,"[['Li', 'Alexander C.', ''], ['Florensa', 'Carlos', ''], ['Clavera', 'Ignasi', ''], ['Abbeel', 'Pieter', '']]",2020
1906.05930,cs.CV cs.LG cs.RO,"[['Li', 'Ang', ''], ['Hu', 'Huiyi', ''], ['Mirowski', 'Piotr', ''], ['Farajtabar', 'Mehrdad', '']]",2019
1906.06021,eess.SP cs.IT math.IT,"[['Shafin', 'Rubayet', '', 'Charlie'], ['Chen', 'Hao', '', 'Charlie'], ['Nam', 'Young Han', '', 'Charlie'], ['Hur', 'Sooyoung', '', 'Charlie'], ['Park', 'Jeongho', '', 'Charlie'], ['Jianzhong', '', '', 'Charlie'], ['Zhang', '', ''], ['Reed', 'Jeffrey', ''], ['Liu', 'Lingjia', '']]",2019
1906.06273,cs.LG cs.AI stat.ML,"[['Eriksson', 'Hannes', ''], ['Dimitrakakis', 'Christos', '']]",2019
1906.06576,cs.LG stat.ML,"[['Badreddine', 'Samy', ''], ['Spranger', 'Michael', '']]",2019
1906.06588,cs.RO cs.LG,"[['Manjanna', 'Sandeep', ''], ['van Hoof', 'Herke', ''], ['Dudek', 'Gregory', '']]",2019
1906.06639,cs.LG stat.ML,"[['Cai', 'Qingpeng', ''], ['Hang', 'Will', ''], ['Mirhoseini', 'Azalia', ''], ['Tucker', 'George', ''], ['Wang', 'Jingtao', ''], ['Wei', 'Wei', '']]",2019
1906.06702,quant-ph,"[['Albarrán-Arriagada', 'F.', ''], ['Retamal', 'J. C.', ''], ['Solano', 'E.', ''], ['Lamata', 'L.', '']]",2020
1906.06717,cs.LG cs.AI stat.ML,"[['Vasic', 'Marko', ''], ['Petrovic', 'Andrija', ''], ['Wang', 'Kaiyuan', ''], ['Nikolic', 'Mladen', ''], ['Singh', 'Rishabh', ''], ['Khurshid', 'Sarfraz', '']]",2019
1906.06890,cs.LG stat.ML,"[['Usama', 'Muhammad', ''], ['Chang', 'Dong Eui', '']]",2020
1906.07095,cs.NI cs.LG stat.ML,"[['Khangura', 'Sukhpreet Kaur', ''], ['Akın', 'Sami', '']]",2019
1906.07248,cs.LG stat.ML,"[['Mufti', 'Adeel', ''], ['Penkov', 'Svetlin', ''], ['Ramamoorthy', 'Subramanian', '']]",2019
1906.07315,cs.LG cs.AI cs.MA stat.ML,"[['Khadka', 'Shauharda', ''], ['Majumdar', 'Somdeb', ''], ['Miret', 'Santiago', ''], ['McAleer', 'Stephen', ''], ['Tumer', 'Kagan', '']]",2020
1906.07343,cs.LG cs.AI cs.CL stat.ML,"[['Jiang', 'Yiding', ''], ['Gu', 'Shixiang', ''], ['Murphy', 'Kevin', ''], ['Finn', 'Chelsea', '']]",2019
1906.07516,cs.LG cs.AI stat.ML,"[['Mankowitz', 'Daniel J.', ''], ['Levine', 'Nir', ''], ['Jeong', 'Rae', ''], ['Shi', 'Yuanyuan', ''], ['Kay', 'Jackie', ''], ['Abdolmaleki', 'Abbas', ''], ['Springenberg', 'Jost Tobias', ''], ['Mann', 'Timothy', ''], ['Hester', 'Todd', ''], ['Riedmiller', 'Martin', '']]",2020
1906.07586,cs.LG stat.ML,"[['Kozuno', 'Tadashi', ''], ['Han', 'Dongqi', ''], ['Doya', 'Kenji', '']]",2019
1906.07672,math.OC nlin.CD physics.flu-dyn,"[['Bucci', 'Michele Alessandro', ''], ['Semeraro', 'Onofrio', ''], ['Allauzen', 'Alexandre', ''], ['Wisniewski', 'Guillaume', ''], ['Cordier', 'Laurent', ''], ['Mathelin', 'Lionel', '']]",2020
1906.07805,cs.LG cs.AI stat.ML,"[['Guo', 'Zhaohan Daniel', ''], ['Brunskill', 'Emma', '']]",2019
1906.07860,eess.SP cs.LG cs.NI stat.ML,"[['Lei', 'Lei', ''], ['Xu', 'Huijuan', ''], ['Xiong', 'Xiong', ''], ['Zheng', 'Kan', ''], ['Xiang', 'Wei', ''], ['Wang', 'Xianbin', '']]",2019
1906.08312,cs.LG stat.ML,"[['Malik', 'Ali', ''], ['Kuleshov', 'Volodymyr', ''], ['Song', 'Jiaming', ''], ['Nemer', 'Danny', ''], ['Seymour', 'Harlan', ''], ['Ermon', 'Stefano', '']]",2019
1906.08464,cs.RO cs.AI cs.LG cs.SY eess.SY,"[['Moghadam', 'Majid', ''], ['Elkaim', 'Gabriel Hugh', '']]",2019
1906.08586,q-bio.TO,"[['Sun', 'Qingnan', ''], ['Jankovic', 'Marko V.', ''], ['Mougiakakou', 'Stavroula G.', '']]",2019
1906.08662,eess.SY cs.AI cs.LG cs.SY,"[['Wang', 'Guan', ''], ['Hu', 'Jianming', ''], ['Li', 'Zhiheng', ''], ['Li', 'Li', '']]",2019
1906.08805,cs.CR cs.AI cs.GT,"[['Tong', 'Liang', ''], ['Laszka', 'Aron', ''], ['Yan', 'Chao', ''], ['Zhang', 'Ning', ''], ['Vorobeychik', 'Yevgeniy', '']]",2019
1906.08809,cs.LG cs.AI stat.ML,"[['Liao', 'Haiguang', ''], ['Zhang', 'Wentai', ''], ['Dong', 'Xuliang', ''], ['Poczos', 'Barnabas', ''], ['Shimada', 'Kenji', ''], ['Kara', 'Levent Burak', '']]",2019
1906.08812,eess.SP,"[['Yang', 'Zhong', ''], ['Liu', 'Yuanwei', ''], ['Chen', 'Yue', ''], ['Al-Dhahir', 'Naofal', '']]",2019
1906.08880,cs.RO cs.AI cs.LG,"[['Martín-Martín', 'Roberto', ''], ['Lee', 'Michelle A.', ''], ['Gardner', 'Rachel', ''], ['Savarese', 'Silvio', ''], ['Bohg', 'Jeannette', ''], ['Garg', 'Animesh', '']]",2019
1906.09035,eess.SY cs.LG cs.SY,"[['Huang', 'Xin', ''], ['Li', 'Duan', ''], ['Long', 'Daniel Zhuoyu', '']]",2019
1906.09205,cs.LG cs.AI cs.RO stat.ML,"[['Zhu', 'Fengda', ''], ['Chang', 'Xiaojun', ''], ['Zeng', 'Runhao', ''], ['Tan', 'Mingkui', '']]",2019
1906.09223,cs.LG cs.AI stat.ML,"[['Petangoda', 'Janith C.', ''], ['Pascual-Diaz', 'Sergio', ''], ['Adam', 'Vincent', ''], ['Vrancx', 'Peter', ''], ['Grau-Moya', 'Jordi', '']]",2019
1906.09323,cs.LG cs.AI cs.GT stat.ML,"[['Miryoosefi', 'Sobhan', ''], ['Brantley', 'Kianté', ''], ['Daumé', 'Hal', 'III'], ['Dudik', 'Miroslav', ''], ['Schapire', 'Robert', '']]",2019
1906.09340,cs.LG cs.AI,"[['Kuang', 'Nikki Lijing', ''], ['Leung', 'Clement H. C.', '']]",2019
1906.09550,eess.SP cs.AI cs.LG cs.NI,"[['Khamidehi', 'Behzad', ''], ['Sousa', 'Elvino S.', '']]",2019
1906.09624,cs.LG cs.AI stat.ML,"[['Shah', 'Rohin', ''], ['Gundotra', 'Noah', ''], ['Abbeel', 'Pieter', ''], ['Dragan', 'Anca D.', '']]",2019
1906.09784,cs.LG stat.ML,"[['Vieillard', 'Nino', ''], ['Pietquin', 'Olivier', ''], ['Geist', 'Matthieu', '']]",2020
1906.09807,cs.LG cs.NE stat.ML,"[['Bodnar', 'Cristian', ''], ['Day', 'Ben', ''], ['Lió', 'Pietro', '']]",2020
1906.09835,q-bio.NC cs.SY eess.SY,"[['Asgari', 'Hajar', ''], ['Maybodi', 'BabakMazloom-Nezhad', ''], ['Kreiser', 'Raphaela', ''], ['Sandamirskaya', 'Yulia', '']]",2019
1906.09874,cs.MA cs.AI cs.GT,"[['Long', 'William', '']]",2019
1906.10025,cs.LG cs.AI stat.ML,"[['Ivanov', 'Sergey', ''], [""D'yakonov"", 'Alexander', '']]",2019
1906.10099,cs.RO,"[['Angelov', 'Daniel', ''], ['Hristov', 'Yordan', ''], ['Ramamoorthy', 'Subramanian', '']]",2019
1906.10382,physics.comp-ph,"[['Rabault', 'Jean', ''], ['Kuhnle', 'Alexander', '']]",2019
1906.10417,eess.SY cs.SY,"[['Wabersich', 'Kim P.', ''], ['Hewing', 'Lukas', ''], ['Carron', 'Andrea', ''], ['Zeilinger', 'Melanie N.', '']]",2019
1906.10571,cs.LG cs.AI math.OC,"[['Huang', 'Yunhan', ''], ['Zhu', 'Quanyan', '']]",2019
1906.10667,cs.LG cs.AI stat.ML,"[['Goyal', 'Anirudh', ''], ['Sodhani', 'Shagun', ''], ['Binas', 'Jonathan', ''], ['Peng', 'Xue Bin', ''], ['Levine', 'Sergey', ''], ['Bengio', 'Yoshua', '']]",2019
1906.10740,cs.LG cs.AI,"[['Dobrev', 'Dimiter', '']]",2019
1906.10815,eess.SY cs.SY,"[['Wu', 'Dongqi', ''], ['Zheng', 'Xiangtian', ''], ['Kalathil', 'Dileep', ''], ['Xie', 'Le', '']]",2019
1906.10844,cond-mat.soft cs.LG,"[['Yang', 'Yuguang', ''], ['Bevan', 'Michael A.', ''], ['Li', 'Bo', '']]",2019
1906.10971,cs.RO cs.SY eess.SY,"[['Grigorescu', 'Sorin', ''], ['Trasnea', 'Bogdan', ''], ['Marina', 'Liviu', ''], ['Vasilcoi', 'Andrei', ''], ['Cocias', 'Tiberiu', '']]",2019
1906.11021,cs.RO cs.AI cs.LG,"[['Bouton', 'Maxime', ''], ['Nakhaei', 'Alireza', ''], ['Fujimura', 'Kikuo', ''], ['Kochenderfer', 'Mykel J.', '']]",2019
1906.11046,q-fin.TR cs.LG stat.ML,"[['Bao', 'Wenhang', ''], ['Liu', 'Xiao-yang', '']]",2019
1906.11075,cs.LG cs.AI,"[['Imagawa', 'Takahisa', ''], ['Hiraoka', 'Takuya', ''], ['Tsuruoka', 'Yoshimasa', '']]",2019
1906.11228,cs.LG cs.AI cs.RO stat.ML,"[['Wulfmeier', 'Markus', ''], ['Abdolmaleki', 'Abbas', ''], ['Hafner', 'Roland', ''], ['Springenberg', 'Jost Tobias', ''], ['Neunert', 'Michael', ''], ['Hertweck', 'Tim', ''], ['Lampe', 'Thomas', ''], ['Siegel', 'Noah', ''], ['Heess', 'Nicolas', ''], ['Riedmiller', 'Martin', '']]",2020
1906.11286,cs.LG cs.AI cs.MA q-bio.NC stat.ML,"[['Lin', 'Baihan', ''], ['Cecchi', 'Guillermo', ''], ['Bouneffouf', 'Djallel', ''], ['Reinen', 'Jenna', ''], ['Rish', 'Irina', '']]",2020
1906.11462,cs.IR cs.LG,"[['Zhao', 'Xiangyu', ''], ['Xia', 'Long', ''], ['Zou', 'Lixin', ''], ['Yin', 'Dawei', ''], ['Tang', 'Jiliang', '']]",2019
1906.11527,cs.LG stat.ML,"[['Jomaa', 'Hadi S.', ''], ['Grabocka', 'Josif', ''], ['Schmidt-Thieme', 'Lars', '']]",2019
1906.11695,cs.RO cs.LG,"[['Christen', 'Sammy', ''], ['Stevsic', 'Stefan', ''], ['Hilliges', 'Otmar', '']]",2020
1906.11938,cs.CR cs.GT cs.LG,"[['Oakley', 'Lisa', ''], ['Oprea', 'Alina', '']]",2019
1906.12061,cs.LG cs.CR stat.ML,"[['Lee', 'Xian Yeow', ''], ['Havens', 'Aaron', ''], ['Chowdhary', 'Girish', ''], ['Sarkar', 'Soumik', '']]",2019
1906.12182,cs.CR cs.AI cs.GT cs.LG,"[['Huang', 'Linan', ''], ['Zhu', 'Quanyan', '']]",2019
1906.12189,eess.SY cs.AI cs.LG cs.SY,"[['Koller', 'Torsten', ''], ['Berkenkamp', 'Felix', ''], ['Turchetta', 'Matteo', ''], ['Boedecker', 'Joschka', ''], ['Krause', 'Andreas', '']]",2019
1906.12350,cs.LG cs.AI cs.MA q-bio.NC stat.ML,"[['Lin', 'Baihan', ''], ['Bouneffouf', 'Djallel', ''], ['Cecchi', 'Guillermo', '']]",2019
1907.00123,cs.NI,"[['Mismar', 'Faris B.', ''], ['Evans', 'Brian L.', ''], ['Alkhateeb', 'Ahmed', '']]",2020
1907.00269,cs.RO cs.AI cs.LG,"[['Dwiel', 'Zach', ''], ['Candadai', 'Madhavun', ''], ['Phielipp', 'Mariano', '']]",2019
1907.00313,cs.AI,"[['Claure', 'Houston', ''], ['Chen', 'Yifang', ''], ['Modi', 'Jignesh', ''], ['Jung', 'Malte', ''], ['Nikolaidis', 'Stefanos', '']]",2019
1907.00318,cs.CV,"[['Vlontzos', 'Athanasios', ''], ['Alansary', 'Amir', ''], ['Kamnitsas', 'Konstantinos', ''], ['Rueckert', 'Daniel', ''], ['Kainz', 'Bernhard', '']]",2019
1907.00327,cs.MA cs.AI cs.CV,"[['Balachandar', 'Niranjan', ''], ['Dieter', 'Justin', ''], ['Ramachandran', 'Govardana Sachithanandam', '']]",2019
1907.00388,cs.RO cs.SY eess.SY,"[['Xiao', 'Jiadong', ''], ['Li', 'Lin', ''], ['Zou', 'Yanbiao', ''], ['Zhang', 'Tie', '']]",2019
1907.00397,cs.LG cs.AI quant-ph stat.ML,"[['Chen', 'Samuel Yen-Chi', ''], ['Yang', 'Chao-Han Huck', ''], ['Qi', 'Jun', ''], ['Chen', 'Pin-Yu', ''], ['Ma', 'Xiaoli', ''], ['Goan', 'Hsi-Sheng', '']]",2020
1907.00456,cs.LG cs.AI stat.ML,"[['Jaques', 'Natasha', ''], ['Ghandeharioun', 'Asma', ''], ['Shen', 'Judy Hanwen', ''], ['Ferguson', 'Craig', ''], ['Lapedriza', 'Agata', ''], ['Jones', 'Noah', ''], ['Gu', 'Shixiang', ''], ['Picard', 'Rosalind', '']]",2019
1907.00526,cs.LG cs.AI stat.ML,"[['Shi', 'Longxiang', ''], ['Li', 'Shijian', ''], ['Cao', 'Longbing', ''], ['Yang', 'Long', ''], ['Zheng', 'Gang', ''], ['Pan', 'Gang', '']]",2020
1907.00664,cs.LG stat.ML,"[['Shang', 'Wenling', ''], ['Trott', 'Alex', ''], ['Zheng', 'Stephan', ''], ['Xiong', 'Caiming', ''], ['Socher', 'Richard', '']]",2019
1907.00824,cs.HC cs.LG cs.SD eess.AS,"[['Scurto', 'Hugo', ''], ['Van Kerrebroeck', 'Bavo', ''], ['Caramiaux', 'Baptiste', ''], ['Bevilacqua', 'Frédéric', '']]",2019
1907.00953,cs.LG cs.AI stat.ML,"[['Lee', 'Alex X.', ''], ['Nagabandi', 'Anusha', ''], ['Abbeel', 'Pieter', ''], ['Levine', 'Sergey', '']]",2020
1907.01180,cs.LG cs.AI cs.RO,"[['Roth', 'Aaron M.', ''], ['Topin', 'Nicholay', ''], ['Jamshidi', 'Pooyan', ''], ['Veloso', 'Manuela', '']]",2019
1907.01296,cs.CV,"[['Wang', 'Yujiang', ''], ['Dong', 'Mingzhi', ''], ['Shen', 'Jie', ''], ['Wu', 'Yang', ''], ['Cheng', 'Shiyang', ''], ['Pantic', 'Maja', '']]",2020
1907.01348,cs.RO cs.SY eess.SY,"[['Xiao', 'Jiadong', ''], ['Li', 'Lin', ''], ['Zhang', 'Tie', ''], ['Zou', 'Yanbiao', '']]",2019
1907.01385,cs.LG cs.AI stat.ML,"[['Xu', 'Yue', ''], ['Deng', 'Zengde', ''], ['Wang', 'Mengdi', ''], ['Xu', 'Wenjun', ''], ['So', 'Anthony Man-Cho', ''], ['Cui', 'Shuguang', '']]",2020
1907.01503,q-fin.ST,"[['Li', 'Xinyi', ''], ['Li', 'Yinchuan', ''], ['Zhan', 'Yuancheng', ''], ['Liu', 'Xiao-Yang', '']]",2019
1907.01713,cs.RO,"[['Lin', 'Juntong', ''], ['Yang', 'Xuyun', ''], ['Zheng', 'Peiwei', ''], ['Cheng', 'Hui', '']]",2019
1907.01752,cs.CL cs.AI cs.LG,"[['Choshen', 'Leshem', ''], ['Fox', 'Lior', ''], ['Aizenbud', 'Zohar', ''], ['Abend', 'Omri', '']]",2020
1907.01851,cs.AI cs.LG cs.MA,"[['Labash', 'Aqeel', ''], ['Aru', 'Jaan', ''], ['Matiisen', 'Tambet', ''], ['Tampuu', 'Ardi', ''], ['Vicente', 'Raul', '']]",2020
1907.01919,eess.SP cs.LG,"[['Wang', 'Jen-Hung', ''], ['Lu', 'Ping-En', ''], ['Chang', 'Cheng-Shang', ''], ['Lee', 'Duan-Shin', '']]",2020
1907.02057,cs.LG cs.AI cs.RO stat.ML,"[['Wang', 'Tingwu', ''], ['Bao', 'Xuchan', ''], ['Clavera', 'Ignasi', ''], ['Hoang', 'Jerrick', ''], ['Wen', 'Yeming', ''], ['Langlois', 'Eric', ''], ['Zhang', 'Shunshi', ''], ['Zhang', 'Guodong', ''], ['Abbeel', 'Pieter', ''], ['Ba', 'Jimmy', '']]",2019
1907.02140,cs.LG cs.AI stat.ML,"[['Kinose', 'Akira', ''], ['Taniguchi', 'Tadahiro', '']]",2019
1907.02848,cs.LG cs.CL,"[['Sankar', 'Chinnadhurai', ''], ['Ravi', 'Sujith', '']]",2019
