id,categories,authors_parsed,year
1804.05821,cs.HC,"[['Krening', 'Samantha', '']]",2018
1804.05834,cs.LG cs.AI stat.ML,"[['Wang', 'Xiaolin', '']]",2018
1804.06309,cs.LG stat.ML,"[['Zhu', 'Pengfei', ''], ['Li', 'Xin', ''], ['Poupart', 'Pascal', ''], ['Miao', 'Guanghui', '']]",2018
1804.06893,cs.LG stat.ML,"[['Zhang', 'Chiyuan', ''], ['Vinyals', 'Oriol', ''], ['Munos', 'Remi', ''], ['Bengio', 'Samy', '']]",2018
1804.07036,cs.CL,"[['Wu', 'Yuxiang', ''], ['Hu', 'Baotian', '']]",2018
1804.07047,cs.AI cs.DC,"[['Wang', 'Leye', ''], ['Liu', 'Wenbin', ''], ['Zhang', 'Daqing', ''], ['Wang', 'Yasha', ''], ['Wang', 'En', ''], ['Yang', 'Yongjian', '']]",2018
1804.07193,cs.LG cs.AI stat.ML,"[['Asadi', 'Kavosh', ''], ['Misra', 'Dipendra', ''], ['Littman', 'Michael L.', '']]",2018
1804.07779,cs.LG cs.AI stat.ML,"[['Yang', 'Fangkai', ''], ['Lyu', 'Daoming', ''], ['Liu', 'Bo', ''], ['Gustafson', 'Steven', '']]",2018
1804.07871,cs.RO,"[['Wang', 'Pin', ''], ['Chan', 'Ching-Yao', ''], ['de La Fortelle', 'Arnaud', '']]",2018
1804.08066,cs.LG stat.ML,"[['Cui', 'Guoxin', ''], ['Xu', 'Jun', ''], ['Zeng', 'Wei', ''], ['Lan', 'Yanyan', ''], ['Guo', 'Jiafeng', ''], ['Cheng', 'Xueqi', '']]",2018
1804.08597,cs.LG cs.AI stat.ML,"[['Garcez', ""Artur d'Avila"", ''], ['Dutra', 'Aimore Resende Riquetti', ''], ['Alonso', 'Eduardo', '']]",2018
1804.09827,cs.SY,"[['Dizche', 'Amirhassan Fallah', ''], ['Chakrabortty', 'Aranya', ''], ['Duel-Hallen', 'Alexandra', '']]",2018
1804.09856,cs.AI,"[['Nair', 'Lakshmi', ''], ['Chernova', 'Sonia', '']]",2018
1804.10500,cs.RO cs.LG stat.ML,"[['Chen', 'Xi', ''], ['Ghadirzadeh', 'Ali', ''], ['Folkesson', 'John', ''], ['Jensfelt', 'Patric', '']]",2018
1804.11258,cs.CL cs.LG stat.ML,"[['Shi', 'Zhan', ''], ['Chen', 'Xinchi', ''], ['Qiu', 'Xipeng', ''], ['Huang', 'Xuanjing', '']]",2018
1805.00200,cs.SE cs.LG,"[['Akazaki', 'Takumi', ''], ['Liu', 'Shuang', ''], ['Yamagata', 'Yoriyuki', ''], ['Duan', 'Yihai', ''], ['Hao', 'Jianye', '']]",2018
1805.00205,q-fin.PM,"[['Guo', 'Yifeng', ''], ['Fu', 'Xingyu', ''], ['Shi', 'Yuyan', ''], ['Liu', 'Mingwen', '']]",2018
1805.00909,cs.LG cs.AI cs.RO stat.ML,"[['Levine', 'Sergey', '']]",2018
1805.00983,cs.SY cs.AI math.OC,"[['Ferdowsi', 'Aidin', ''], ['Challita', 'Ursula', ''], ['Saad', 'Walid', ''], ['Mandayam', 'Narayan B.', '']]",2018
1805.01050,cs.NI,"[['Javan', 'Nastooh Taheri', ''], ['Sabaei', 'Masoud', ''], ['Dehghan', 'Mehdi', '']]",2018
1805.01553,cs.CL stat.ML,"[['Lam', 'Tsz Kin', ''], ['Kreutzer', 'Julia', ''], ['Riezler', 'Stefan', '']]",2018
1805.01907,cs.LG cs.AI stat.ML,"[['Tang', 'Yunhao', ''], ['Agrawal', 'Shipra', '']]",2018
1805.01956,cs.RO cs.AI cs.LG,"[['Everett', 'Michael', ''], ['Chen', 'Yu Fan', ''], ['How', 'Jonathan P.', '']]",2018
1805.02070,cs.LG cs.AI stat.ML,"[['Li', 'Yu-Jhe', ''], ['Chang', 'Hsin-Yu', ''], ['Lin', 'Yu-Jing', ''], ['Wu', 'Po-Wei', ''], ['Wang', 'Yu-Chiang Frank', '']]",2018
1805.02343,cs.IR,"[['Zhao', 'Xiangyu', ''], ['Xia', 'Long', ''], ['Zhang', 'Liang', ''], ['Ding', 'Zhuoye', ''], ['Yin', 'Dawei', ''], ['Tang', 'Jiliang', '']]",2018
1805.02356,cs.CL cs.AI cs.IR cs.MA cs.MM,"[['Qian', 'Xin', ''], ['Zhong', 'Ziyi', ''], ['Zhou', 'Jieli', '']]",2018
1805.02404,cs.IR cs.AI,"[['Oosterhuis', 'Harrie', ''], ['de Rijke', 'Maarten', '']]",2018
1805.02482,cs.MM,"[['Huang', 'Tianchi', ''], ['Zhang', 'Rui-Xiao', ''], ['Zhou', 'Chao', ''], ['Sun', 'Lifeng', '']]",2018
1805.02792,cs.CV,"[['Lan', 'Shuyue', ''], ['Panda', 'Rameswar', ''], ['Zhu', 'Qi', ''], ['Roy-Chowdhury', 'Amit K.', '']]",2018
1805.03257,cs.CL,"[['Zhang', 'Jiaping', ''], ['Zhao', 'Tiancheng', ''], ['Yu', 'Zhou', '']]",2018
1805.03359,cs.LG cs.AI stat.ML,"[['Romoff', 'Joshua', ''], ['Henderson', 'Peter', ''], ['Piché', 'Alexandre', ''], ['Francois-Lavet', 'Vincent', ''], ['Pineau', 'Joelle', '']]",2018
1805.03584,cs.RO,"[['Phaniteja', 'S', ''], ['Dewangan', 'Parijat', ''], ['Guhan', 'Pooja', ''], ['Krishna', 'K Madhava', ''], ['Sarkar', 'Abhishek', '']]",2018
1805.03777,stat.AP cs.SY stat.ML,"[['Nagy', 'Adam', ''], ['Kazmi', 'Hussain', ''], ['Cheaib', 'Farah', ''], ['Driesen', 'Johan', '']]",2018
1805.04044,cs.CL,"[['Mao', 'Yuning', ''], ['Ren', 'Xiang', ''], ['Shen', 'Jiaming', ''], ['Gu', 'Xiaotao', ''], ['Han', 'Jiawei', '']]",2018
1805.04276,cs.LG stat.ML,"[['Bunel', 'Rudy', ''], ['Hausknecht', 'Matthew', ''], ['Devlin', 'Jacob', ''], ['Singh', 'Rishabh', ''], ['Kohli', 'Pushmeet', '']]",2018
1805.04419,cs.AI,"[['Tuyen', 'Le Pham', ''], ['Vien', 'Ngo Anh', ''], ['Layek', 'Abu', ''], ['Chung', 'TaeChoong', '']]",2018
1805.04493,cs.AI,"[['Wang', 'Zhaodong', ''], ['Taylor', 'Matthew E.', '']]",2018
1805.04514,cs.LG cs.AI stat.ML,"[['Young', 'Kenny', ''], ['Wang', 'Baoxiang', ''], ['Taylor', 'Matthew E.', '']]",2019
1805.04748,cs.AI cs.LG,"[['Barsce', 'Juan Cruz', ''], ['Palombarini', 'Jorge A.', ''], ['Martínez', 'Ernesto C.', '']]",2018
1805.04752,cs.AI,"[['Palombarini', 'Jorge A.', ''], ['Barsce', 'Juan Cruz', ''], ['Martínez', 'Ernesto C.', '']]",2018
1805.04955,cs.LG cs.AI stat.ML,"[['Stepleton', 'Thomas', ''], ['Pascanu', 'Razvan', ''], ['Dabney', 'Will', ''], ['Jayakumar', 'Siddhant M.', ''], ['Soyer', 'Hubert', ''], ['Munos', 'Remi', '']]",2018
1805.05703,stat.ML cs.LG,"[['Moens', 'Vincent', '']]",2018
1805.05769,cs.AI cs.LG,"[['Rosenfeld', 'Ariel', ''], ['Cohen', 'Moshe', ''], ['Taylor', 'Matthew E.', ''], ['Kraus', 'Sarit', '']]",2018
1805.05827,stat.ML cs.AI cs.LG,"[['Abramenko', 'Oleksii', ''], ['Jung', 'Alexander', '']]",2018
1805.05929,eess.SP cs.IT math.IT,"[['Chu', 'Man', ''], ['Li', 'Hang', ''], ['Liao', 'Xuewen', ''], ['Cui', 'Shuguang', '']]",2018
1805.05935,cs.AI cs.LG math.OC,"[['Jiang', 'Daniel R.', ''], ['Ekwedike', 'Emmanuel', ''], ['Liu', 'Han', '']]",2018
1805.06126,q-fin.CP cs.AI cs.LG nlin.AO q-fin.PM,"[['Halperin', 'Igor', ''], ['Feldshteyn', 'Ilya', '']]",2018
1805.06146,cs.LG cs.AI stat.ML,"[['Chen', 'Xianfu', ''], ['Zhang', 'Honggang', ''], ['Wu', 'Celimuge', ''], ['Mao', 'Shiwen', ''], ['Ji', 'Yusheng', ''], ['Bennis', 'Mehdi', '']]",2018
1805.06150,cs.RO cs.AI cs.CL cs.LG,"[['Shah', 'Pararth', ''], ['Fiser', 'Marek', ''], ['Faust', 'Aleksandra', ''], ['Kew', 'J. Chase', ''], ['Hakkani-Tur', 'Dilek', '']]",2018
1805.06591,cs.NI cs.LG,"[['Li', 'Rongpeng', ''], ['Zhao', 'Zhifeng', ''], ['Sun', 'Qi', ''], ['I', 'Chi-Lin', ''], ['Yang', 'Chenyang', ''], ['Chen', 'Xianfu', ''], ['Zhao', 'Minjian', ''], ['Zhang', 'Honggang', '']]",2018
1805.06628,eess.SP,"[['Lu', 'Xiaozhen', ''], ['Xiao', 'Liang', ''], ['Dai', 'Canhuang', ''], ['Dai', 'Huaiyu', '']]",2019
1805.06664,cs.AI,"[['Saikia', 'S', ''], ['Verma', 'R', ''], ['Agarwal', 'P', ''], ['Shroff', 'G', ''], ['Vig', 'L', ''], ['Srinivasan', 'A', '']]",2018
1805.07008,cs.AI,"[['Brittain', 'Marc', ''], ['Wei', 'Peng', '']]",2018
1805.07095,cs.RO,"[['Pfeiffer', 'Mark', ''], ['Shukla', 'Samarth', ''], ['Turchetta', 'Matteo', ''], ['Cadena', 'Cesar', ''], ['Krause', 'Andreas', ''], ['Siegwart', 'Roland', ''], ['Nieto', 'Juan', '']]",2018
1805.07222,cs.IT math.IT,"[['Ye', 'Hao', ''], ['Li', 'Geoffrey Ye', ''], ['Juang', 'Biing-Hwang Fred', '']]",2018
1805.07563,cs.AI cs.LG cs.LO,"[['Kaliszyk', 'Cezary', ''], ['Urban', 'Josef', ''], ['Michalewski', 'Henryk', ''], ['Olšák', 'Mirek', '']]",2018
1805.07603,cs.LG cs.AI stat.ML,"[['Lin', 'Zichuan', ''], ['Zhao', 'Tianqi', ''], ['Yang', 'Guangwen', ''], ['Zhang', 'Lintao', '']]",2018
1805.07687,cs.LG stat.ML,"[['Brown', 'Daniel S.', ''], ['Niekum', 'Scott', '']]",2019
1805.07708,cs.LG cs.AI stat.ML,"[['Chow', 'Yinlam', ''], ['Nachum', 'Ofir', ''], ['Duenez-Guzman', 'Edgar', ''], ['Ghavamzadeh', 'Mohammad', '']]",2018
1805.07780,cs.CV cs.AI cs.LG,"[['Goel', 'Vik', ''], ['Weng', 'Jameson', ''], ['Poupart', 'Pascal', '']]",2018
1805.07805,cs.LG cs.AI stat.ML,"[['Sarafian', 'Elad', ''], ['Tamar', 'Aviv', ''], ['Kraus', 'Sarit', '']]",2019
1805.07830,cs.MA cs.AI,"[['Omidshafiei', 'Shayegan', ''], ['Kim', 'Dong-Ki', ''], ['Liu', 'Miao', ''], ['Tesauro', 'Gerald', ''], ['Riemer', 'Matthew', ''], ['Amato', 'Christopher', ''], ['Campbell', 'Murray', ''], ['How', 'Jonathan P.', '']]",2018
1805.07871,cs.LG cs.AI stat.ML,"[['Arora', 'Saurabh', ''], ['Doshi', 'Prashant', ''], ['Banerjee', 'Bikramjit', '']]",2020
1805.07917,cs.LG cs.NE stat.ML,"[['Khadka', 'Shauharda', ''], ['Tumer', 'Kagan', '']]",2018
1805.07956,cs.LG cs.AI stat.ML,"[['Efroni', 'Yonathan', ''], ['Dalal', 'Gal', ''], ['Scherrer', 'Bruno', ''], ['Mannor', 'Shie', '']]",2018
1805.08180,cs.LG cs.AI cs.NE cs.RO stat.ML,"[['Levy', 'Andrew', ''], ['Platt', 'Robert', ''], ['Saenko', 'Kate', '']]",2019
1805.08191,cs.CV cs.AI cs.LG cs.NE,"[['Huang', 'Qiuyuan', ''], ['Gan', 'Zhe', ''], ['Celikyilmaz', 'Asli', ''], ['Wu', 'Dapeng', ''], ['Wang', 'Jianfeng', ''], ['He', 'Xiaodong', '']]",2019
1805.08296,cs.LG cs.AI stat.ML,"[['Nachum', 'Ofir', ''], ['Gu', 'Shixiang', ''], ['Lee', 'Honglak', ''], ['Levine', 'Sergey', '']]",2018
1805.08328,cs.LG stat.ML,"[['Bastani', 'Osbert', ''], ['Pu', 'Yewen', ''], ['Solar-Lezama', 'Armando', '']]",2019
1805.08776,cs.LG cs.AI cs.MA stat.ML,"[['Khan', 'Arbaaz', ''], ['Zhang', 'Clark', ''], ['Lee', 'Daniel D.', ''], ['Kumar', 'Vijay', ''], ['Ribeiro', 'Alejandro', '']]",2018
1805.08882,cs.LG cs.AI stat.ML,"[['Gleave', 'Adam', ''], ['Habryka', 'Oliver', '']]",2018
1805.08948,cs.LG cs.AI stat.ML,"[['Dimakopoulou', 'Maria', ''], ['Osband', 'Ian', ''], ['Van Roy', 'Benjamin', '']]",2018
1805.08966,cs.LG cs.AI stat.ML,"[['Ramakrishnan', 'Ramya', ''], ['Kamar', 'Ece', ''], ['Dey', 'Debadeepta', ''], ['Shah', 'Julie', ''], ['Horvitz', 'Eric', '']]",2018
1805.09267,cs.LG cs.AI stat.ML,"[['Ceren', 'Roi', ''], ['Doshi', 'Prashant', ''], ['He', 'Keyang', '']]",2020
1805.09360,cs.LG cs.SI stat.ML,"[['Upadhyay', 'Utkarsh', ''], ['De', 'Abir', ''], ['Gomez-Rodriguez', 'Manuel', '']]",2018
1805.09461,cs.LG stat.ML,"[['Keneshloo', 'Yaser', ''], ['Shi', 'Tian', ''], ['Ramakrishnan', 'Naren', ''], ['Reddy', 'Chandan K.', '']]",2019
1805.09496,cs.LG cs.AI stat.ML,"[['Li', 'Yuanlong', ''], ['Dong', 'Linsen', ''], ['Zhou', 'Xin', ''], ['Wen', 'Yonggang', ''], ['Guan', 'Kyle', '']]",2019
1805.09801,cs.LG cs.AI stat.ML,"[['Xu', 'Zhongwen', ''], ['van Hasselt', 'Hado', ''], ['Silver', 'David', '']]",2018
1805.09975,cs.AI,"[['McDuff', 'Daniel', ''], ['Kapoor', 'Ashish', '']]",2019
1805.10000,cs.AI,"[['Shi', 'Jing-Cheng', ''], ['Yu', 'Yang', ''], ['Da', 'Qing', ''], ['Chen', 'Shi-Yong', ''], ['Zeng', 'An-Xiang', '']]",2018
1805.10627,cs.CL stat.ML,"[['Kreutzer', 'Julia', ''], ['Uyheng', 'Joshua', ''], ['Riezler', 'Stefan', '']]",2018
1805.10662,cs.LG cs.AI stat.ML,"[['Paul', 'Supratik', ''], ['Osborne', 'Michael A.', ''], ['Whiteson', 'Shimon', '']]",2019
1805.10886,cs.LG stat.ML,"[['Tirinzoni', 'Andrea', ''], ['Sessa', 'Andrea', ''], ['Pirotta', 'Matteo', ''], ['Restelli', 'Marcello', '']]",2018
1805.11000,cs.NI,"[['Salahuddin', 'Mohammad A.', ''], ['Al-Fuqaha', 'Ala', ''], ['Guizani', 'Mohsen', '']]",2018
1805.11074,cs.LG cs.AI stat.ML,"[['Tessler', 'Chen', ''], ['Mankowitz', 'Daniel J.', ''], ['Mannor', 'Shie', '']]",2018
1805.11088,cs.LG cs.AI stat.ML,"[['Liu', 'Guiliang', ''], ['Schulte', 'Oliver', '']]",2018
1805.11240,cs.LG stat.ML,"[['Sun', 'Wen', ''], ['Bagnell', 'J. Andrew', ''], ['Boots', 'Byron', '']]",2018
1805.11324,stat.ML cs.AI cs.LG,"[['Pearce', 'Tim', ''], ['Anastassacos', 'Nicolas', ''], ['Zaki', 'Mohamed', ''], ['Neely', 'Andy', '']]",2018
1805.11447,cs.LG cs.AI cs.GT stat.ML,"[['Aslund', 'Henrik', ''], ['Mhamdi', 'El Mahdi El', ''], ['Guerraoui', 'Rachid', ''], ['Maurer', 'Alexandre', '']]",2018
1805.11593,cs.LG cs.AI stat.ML,"[['Pohlen', 'Tobias', ''], ['Piot', 'Bilal', ''], ['Hester', 'Todd', ''], ['Azar', 'Mohammad Gheshlaghi', ''], ['Horgan', 'Dan', ''], ['Budden', 'David', ''], ['Barth-Maron', 'Gabriel', ''], ['van Hasselt', 'Hado', ''], ['Quan', 'John', ''], ['Večerík', 'Mel', ''], ['Hessel', 'Matteo', ''], ['Munos', 'Rémi', ''], ['Pietquin', 'Olivier', '']]",2018
1805.11706,cs.LG cs.AI cs.RO cs.SY stat.ML,"[['Vuong', 'Quan', ''], ['Zhang', 'Yiming', ''], ['Ross', 'Keith W.', '']]",2018
1805.12114,cs.LG cs.AI cs.RO stat.ML,"[['Chua', 'Kurtland', ''], ['Calandra', 'Roberto', ''], ['McAllister', 'Rowan', ''], ['Levine', 'Sergey', '']]",2018
1805.12298,cs.LG stat.ML,"[['Gottesman', 'Omer', ''], ['Johansson', 'Fredrik', ''], ['Meier', 'Joshua', ''], ['Dent', 'Jack', ''], ['Lee', 'Donghun', ''], ['Srinivasan', 'Srivatsan', ''], ['Zhang', 'Linying', ''], ['Ding', 'Yi', ''], ['Wihl', 'David', ''], ['Peng', 'Xuefeng', ''], ['Yao', 'Jiayu', ''], ['Lage', 'Isaac', ''], ['Mosch', 'Christopher', ''], ['Lehman', 'Li-wei H.', ''], ['Komorowski', 'Matthieu', ''], ['Komorowski', 'Matthieu', ''], ['Faisal', 'Aldo', ''], ['Celi', 'Leo Anthony', ''], ['Sontag', 'David', ''], ['Doshi-Velez', 'Finale', '']]",2018
1805.12375,cs.LG stat.ML,"[['Lee', 'Su Young', ''], ['Choi', 'Sungik', ''], ['Chung', 'Sae-Young', '']]",2019
1805.12487,cs.LG cs.AI cs.CR cs.CV stat.ML,"[['Tretschk', 'Edgar', ''], ['Oh', 'Seong Joon', ''], ['Fritz', 'Mario', '']]",2018
1805.12573,cs.LG stat.ML,"[['Xu', 'Kelvin', ''], ['Ratner', 'Ellis', ''], ['Dragan', 'Anca', ''], ['Levine', 'Sergey', ''], ['Finn', 'Chelsea', '']]",2019
1806.00175,cs.AI,"[['Keramati', 'Ramtin', ''], ['Whang', 'Jay', ''], ['Cho', 'Patrick', ''], ['Brunskill', 'Emma', '']]",2018
1806.00206,cs.GT cs.HC cs.LG,"[['Hu', 'Zehong', ''], ['Liang', 'Yitao', ''], ['Liu', 'Yang', ''], ['Zhang', 'Jie', '']]",2018
1806.00336,cs.LG stat.ML,"[['Ceran', 'Elif Tuğçe', ''], ['Gündüz', 'Deniz', ''], ['György', 'András', '']]",2018
1806.00540,cs.LG cs.AI stat.ML,"[['Young', 'Kenny J.', ''], ['Sutton', 'Richard S.', ''], ['Yang', 'Shuo', '']]",2018
1806.00553,cs.AI,"[['Stanton', 'Christopher', ''], ['Clune', 'Jeff', '']]",2018
1806.00775,cs.LG stat.ML,"[['Ok', 'Jungseul', ''], ['Proutiere', 'Alexandre', ''], ['Tranos', 'Damianos', '']]",2018
1806.00780,cs.CL,"[['Ilievski', 'Vladimir', '']]",2018
1806.00877,cs.LG math.OC stat.ML,"[['Wai', 'Hoi-To', ''], ['Yang', 'Zhuoran', ''], ['Wang', 'Zhaoran', ''], ['Hong', 'Mingyi', '']]",2019
1806.01175,cs.LG cs.AI stat.ML,"[['Amiranashvili', 'Artemij', ''], ['Dosovitskiy', 'Alexey', ''], ['Koltun', 'Vladlen', ''], ['Brox', 'Thomas', '']]",2018
1806.01224,cs.NE,"[['Müller', 'Nils', ''], ['Glasmachers', 'Tobias', '']]",2018
1806.01265,cs.LG cs.AI stat.ML,"[['Asadi', 'Kavosh', ''], ['Cater', 'Evan', ''], ['Misra', 'Dipendra', ''], ['Littman', 'Michael L.', '']]",2018
1806.01267,cs.LG cs.AI cs.RO stat.ML,"[['Kimura', 'Daiki', ''], ['Chaudhury', 'Subhajit', ''], ['Tachibana', 'Ryuki', ''], ['Dasgupta', 'Sakyasingha', '']]",2018
1806.01368,cs.RO cs.AI,"[['Behzadan', 'Vahid', ''], ['Munir', 'Arslan', '']]",2018
1806.01584,cs.LG stat.ML,"[['Dietterich', 'Thomas G.', ''], ['Trimponias', 'George', ''], ['Chen', 'Zhitang', '']]",2018
1806.01780,cs.LG stat.ML,"[['Czarnecki', 'Wojciech Marian', ''], ['Jayakumar', 'Siddhant M.', ''], ['Jaderberg', 'Max', ''], ['Hasenclever', 'Leonard', ''], ['Teh', 'Yee Whye', ''], ['Osindero', 'Simon', ''], ['Heess', 'Nicolas', ''], ['Pascanu', 'Razvan', '']]",2018
1806.01830,cs.LG stat.ML,"[['Zambaldi', 'Vinicius', ''], ['Raposo', 'David', ''], ['Santoro', 'Adam', ''], ['Bapst', 'Victor', ''], ['Li', 'Yujia', ''], ['Babuschkin', 'Igor', ''], ['Tuyls', 'Karl', ''], ['Reichert', 'David', ''], ['Lillicrap', 'Timothy', ''], ['Lockhart', 'Edward', ''], ['Shanahan', 'Murray', ''], ['Langston', 'Victoria', ''], ['Pascanu', 'Razvan', ''], ['Botvinick', 'Matthew', ''], ['Vinyals', 'Oriol', ''], ['Battaglia', 'Peter', '']]",2018
1806.02325,cs.IT math.IT,"[['Ozcelikkale', 'Ayca', ''], ['Koseoglu', 'Mehmet', ''], ['Srivastava', 'Mani', '']]",2018
1806.02426,cs.LG stat.ML,"[['Igl', 'Maximilian', ''], ['Zintgraf', 'Luisa', ''], ['Le', 'Tuan Anh', ''], ['Wood', 'Frank', ''], ['Whiteson', 'Shimon', '']]",2018
1806.02448,cs.LG cs.AI cs.NE stat.ML,"[['Torrado', 'Ruben Rodriguez', ''], ['Bontrager', 'Philip', ''], ['Togelius', 'Julian', ''], ['Liu', 'Jialin', ''], ['Perez-Liebana', 'Diego', '']]",2018
1806.02932,cs.AI cs.LG cs.NE cs.PL,"[['Simmons-Edler', 'Riley', ''], ['Miltner', 'Anders', ''], ['Seung', 'Sebastian', '']]",2018
1806.03228,cs.CV,"[['Alansary', 'Amir', ''], ['Folgoc', 'Loic Le', ''], ['Vaillant', 'Ghislain', ''], ['Oktay', 'Ozan', ''], ['Li', 'Yuanwei', ''], ['Bai', 'Wenjia', ''], ['Passerat-Palmbach', 'Jonathan', ''], ['Guerrero', 'Ricardo', ''], ['Kamnitsas', 'Konstantinos', ''], ['Hou', 'Benjamin', ''], ['McDonagh', 'Steven', ''], ['Glocker', 'Ben', ''], ['Kainz', 'Bernhard', ''], ['Rueckert', 'Daniel', '']]",2018
1806.03335,stat.ML cs.AI cs.LG,"[['Osband', 'Ian', ''], ['Aslanides', 'John', ''], ['Cassirer', 'Albin', '']]",2018
1806.03711,cs.CL,"[['Yin', 'Qingyu', ''], ['Zhang', 'Yu', ''], ['Zhang', 'Weinan', ''], ['Liu', 'Ting', ''], ['Wang', 'William Yang', '']]",2018
1806.03820,cs.AI,"[['Malik', 'Dhruv', ''], ['Palaniappan', 'Malayandi', ''], ['Fisac', 'Jaime F.', ''], ['Hadfield-Menell', 'Dylan', ''], ['Russell', 'Stuart', ''], ['Dragan', 'Anca D.', '']]",2018
1806.04562,cs.LG cs.AI stat.ML,"[['Nguyen', 'Thanh', ''], ['Nguyen', 'Ngoc Duy', ''], ['Nahavandi', 'Saeid', '']]",2019
1806.04582,cs.NI,"[['Nassar', 'Almuthanna T.', ''], ['Yilmaz', 'Yasin', '']]",2019
1806.04640,cs.LG cs.AI stat.ML,"[['Gupta', 'Abhishek', ''], ['Eysenbach', 'Benjamin', ''], ['Finn', 'Chelsea', ''], ['Levine', 'Sergey', '']]",2020
1806.04702,eess.SP cs.LG cs.NI stat.ML,"[['Soeffker', 'Philip', ''], ['Block', 'Dimitri', ''], ['Wiebusch', 'Nico', ''], ['Meier', 'Uwe', '']]",2018
1806.04798,cs.LG stat.ML,"[['Pang', 'Kunkun', ''], ['Dong', 'Mingzhi', ''], ['Wu', 'Yang', ''], ['Hospedales', 'Timothy', '']]",2018
1806.05117,cs.AI,"[['Glavin', 'Frank G.', ''], ['Madden', 'Michael G.', '']]",2018
1806.05310,stat.ML cs.LG,"[['Schultz', 'Laura', ''], ['Sokolov', 'Vadim', '']]",2018
1806.05554,cs.AI,"[['Glavin', 'Frank G.', ''], ['Madden', 'Michael G.', '']]",2018
1806.05886,cs.CV,"[['Minh', 'Tran Ngoc', ''], ['Sinn', 'Mathieu', ''], ['Lam', 'Hoang Thanh', ''], ['Wistuba', 'Martin', '']]",2018
1806.06161,cs.RO cs.LG cs.SY,"[['Ivanovic', 'Boris', ''], ['Harrison', 'James', ''], ['Sharma', 'Apoorva', ''], ['Chen', 'Mo', ''], ['Pavone', 'Marco', '']]",2018
1806.06192,cs.IR cs.AI cs.LG,"[['Dureddy', 'Hima Varsha', ''], ['Kaden', 'Zachary', '']]",2018
1806.06720,cs.LG stat.ML,"[['Joseph', 'Ajin George', ''], ['Bhatnagar', 'Shalabh', '']]",2018
1806.06798,cs.LG cs.AI stat.ML,"[['Tang', 'Yunhao', ''], ['Agrawal', 'Shipra', '']]",2019
1806.06877,cs.LG stat.ML,"[['Arora', 'Saurabh', ''], ['Doshi', 'Prashant', '']]",2020
1806.06923,cs.LG cs.AI stat.ML,"[['Dabney', 'Will', ''], ['Ostrovski', 'Georg', ''], ['Silver', 'David', ''], ['Munos', 'Rémi', '']]",2018
1806.06931,cs.LG cs.AI stat.ML,"[['Pan', 'Yangchen', ''], ['Farahmand', 'Amir-massoud', ''], ['White', 'Martha', ''], ['Nabi', 'Saleh', ''], ['Grover', 'Piyush', ''], ['Nikovski', 'Daniel', '']]",2018
1806.07377,cs.CV cs.AI cs.LG,"[['Gamrian', 'Shani', ''], ['Goldberg', 'Yoav', '']]",2019
1806.07637,cs.AI,"[['Glavin', 'Frank G.', ''], ['Madden', 'Michael G.', '']]",2018
1806.07692,cs.LG stat.ML,"[['Shannon', 'Jack', ''], ['Grzes', 'Marek', '']]",2018
1806.07851,cs.RO cs.AI cs.LG,"[['Matas', 'Jan', ''], ['James', 'Stephen', ''], ['Davison', 'Andrew J.', '']]",2018
1806.07937,cs.LG cs.AI stat.ML,"[['Zhang', 'Amy', ''], ['Ballas', 'Nicolas', ''], ['Pineau', 'Joelle', '']]",2018
1806.08089,cs.CV,"[['Liu', 'Daochang', ''], ['Jiang', 'Tingting', '']]",2018
1806.08122,cs.AI cs.LG,"[['Ye', 'Yufei', ''], ['Ren', 'Xiaoqin', ''], ['Wang', 'Jin', ''], ['Xu', 'Lingxiao', ''], ['Guo', 'Wenxia', ''], ['Huang', 'Wenqiang', ''], ['Tian', 'Wenhong', '']]",2018
1806.08479,cs.HC cs.AI,"[['Pan', 'Xinlei', ''], ['Ohn-Bar', 'Eshed', ''], ['Rhinehart', 'Nicholas', ''], ['Xu', 'Yan', ''], ['Shen', 'Yilin', ''], ['Kitani', 'Kris M.', '']]",2018
1806.08894,cs.LG cs.AI stat.ML,"[['Mousavi', 'Seyed Sajad', ''], ['Schukat', 'Michael', ''], ['Howley', 'Enda', '']]",2018
1806.09460,math.OC cs.LG stat.ML,"[['Recht', 'Benjamin', '']]",2018
1806.09605,cs.LG cs.AI stat.ML,"[['Veeriah', 'Vivek', ''], ['Oh', 'Junhyuk', ''], ['Singh', 'Satinder', '']]",2018
1806.09614,cs.LG cs.AI stat.ML,"[['Fournier', 'Pierre', ''], ['Sigaud', 'Olivier', ''], ['Chetouani', 'Mohamed', ''], ['Oudeyer', 'Pierre-Yves', '']]",2018
1806.09795,cs.LG cs.GT stat.ML,"[['Lin', 'Xiaomin', ''], ['Adams', 'Stephen C.', ''], ['Beling', 'Peter A.', '']]",2019
1806.10293,cs.LG cs.AI cs.CV cs.RO stat.ML,"[['Kalashnikov', 'Dmitry', ''], ['Irpan', 'Alex', ''], ['Pastor', 'Peter', ''], ['Ibarz', 'Julian', ''], ['Herzog', 'Alexander', ''], ['Jang', 'Eric', ''], ['Quillen', 'Deirdre', ''], ['Holly', 'Ethan', ''], ['Kalakrishnan', 'Mrinal', ''], ['Vanhoucke', 'Vincent', ''], ['Levine', 'Sergey', '']]",2018
